,0
0,2.4437952798302494
1,6.877470164717096
2,-5.373893900756789
3,-4.9043122454499795
4,-3.489144918338161
5,4.538935088543892
6,-0.8083276701758964
7,7.985664734870773
8,9.223619096516286
9,3.019430974171053
10,5.596130892990344
11,4.499982243713848
12,-2.3211332195978667
13,2.485159527708575
14,-4.4158204658294125
15,3.6463075093279316
16,1.1738093705128199
17,-7.744172576836209
18,7.51431127065749
19,-0.07696425564182263
20,4.683588839804599
21,-2.1036083986228
22,8.065370994009768
23,-13.587512316410983
24,-16.23541101268856
25,-5.640199859345666
26,-7.512352875288693
27,5.046379066358094
28,7.677877421880456
29,-8.47919781111911
30,-1.262476054937081
31,-7.482450821040796
32,6.607544111203404
33,0.2029051765439478
34,4.932973817149305
35,13.443959705107243
36,2.1300330591075705
37,-1.4666034414345153
38,-7.067290573135037
39,-3.747625811406805
40,10.17462940822821
41,4.794431229326461
42,-9.619463596949016
43,-3.067142692073174
44,15.579743252277037
45,0.6398117381567803
46,-5.654352021944234
47,-0.5807712470010595
48,5.369432839940205
49,9.954321929924255
50,-2.4667424976191987
51,9.057303213365058
52,3.1936837773870352
53,-2.2400290272841032
54,-9.924858634756927
55,-3.7151522823461924
56,-1.4769316161505008
57,-0.6531913211812174
58,15.759719276920642
59,-9.01969742083995
60,-14.195303539512688
61,2.837620891805908
62,-7.374190504324987
63,-6.393409949341731
64,-4.708398087191215
65,6.792005624347307
66,24.10140571360462
67,5.244222073899789
68,4.337325113858395
69,-8.174438112194709
70,-6.052220160845231
71,-7.219177152688821
72,-6.234385622263439
73,11.444039702410157
74,2.609402317385163
75,-10.397881441784405
76,-5.562370579743041
77,14.44016063319058
78,-13.478049773845097
79,6.752857049182003
80,1.1762266519586255
81,5.446714698810716
82,-3.29267636047834
83,7.435246229103878
84,0.6022556610008811
85,4.898978953439163
86,-7.663849986866581
87,4.759449950351939
88,3.671591135666206
89,-2.4498075403471207
90,-3.4499212044155856
91,5.538729626732422
92,-12.036142155107571
93,8.62723339376802
94,-2.202486557877263
95,0.7874946658603437
96,5.281412742602534
97,8.788783808954271
98,-3.478067684432581
99,-8.645825384522816
100,5.1526602284274485
101,1.7778284322044846
102,1.4327181276407241
103,-0.3755770353152288
104,-1.1133870697747845
105,-6.461020776792828
106,9.663139794561182
107,-1.3677474032675963
108,-5.713271301169984
109,0.5068081239439182
110,3.0967371696890424
111,11.000675176702206
112,-5.704781138603686
113,-0.5701897434193364
114,3.1246422968591157
115,-6.5416886684448
116,-1.896861571548294
117,-12.501467642863101
118,5.99504139456464
119,4.663955207373702
120,-0.2701757699313285
121,-2.087612903350972
122,-1.376640082643641
123,-2.047824044653908
124,3.0194263849575336
125,0.808988739233859
126,0.7956728046112076
127,-0.6694738568378178
128,-0.1824920378133399
129,7.756199682470268
130,-10.648208607274764
131,-1.1031741799583512
132,-3.2323155043145713
133,-8.164083364925522
134,-6.17024582956072
135,1.9334770625586777
136,0.17425603869382567
137,-3.9750971843919043
138,-4.746528840308096
139,0.5338025830678867
140,-19.51674571239642
141,-8.327682848725825
142,11.503289732856945
143,3.6035171516788247
144,-6.92462529731985
145,6.2332314435267655
146,7.108561316143275
147,6.578129878120197
148,2.144755564049872
149,2.257139180696046
150,9.028205743717704
151,1.071893971331789
152,-7.20736098248571
153,-9.26530227187044
154,-10.009801681283662
155,1.0561343524572118
156,-0.8196445572118503
157,-1.2061572745621678
158,-5.340012595340146
159,3.386737368673786
160,4.357819475815745
161,5.727912486722339
162,-4.318902689427729
163,-13.790385356692585
164,3.867326213774106
165,0.5410912721955574
166,-5.154344498730047
167,-2.963515657765607
168,-6.2806708905587865
169,-8.556702068222295
170,-4.9100320980650345
171,0.08605604189544447
172,-4.473156975917059
173,-16.615615016554152
174,4.793858768506295
175,3.2986134457695035
176,-10.162449488923931
177,4.041562026811604
178,3.48709710601867
179,5.23115653317946
180,-14.992663881110879
181,0.6825374633446182
182,3.648007939343594
183,0.717783926261709
184,2.3263996891124803
185,8.687013395799132
186,-5.621288928654086
187,-23.394318756972527
188,-7.514770837240106
189,1.4531863338208182
190,-6.14560982782098
191,2.8950485398564805
192,-2.0285479880991284
193,8.340808253767126
194,5.638261692435396
195,-1.2674138849803
196,0.11180842010754266
197,1.4588573324861978
198,12.4901538491809
199,-3.6473215971940363
200,9.010920942117707
201,-2.238081333363473
202,-15.891138111851069
203,-6.384157297501375
204,12.394314214151741
205,3.7655616348445093
206,-5.742220839111241
207,-2.955888038981146
208,4.420353666393754
209,9.027214892710667
210,-6.403187656460869
211,6.049235317999097
212,2.8654078098834432
213,2.0263603913127226
214,2.8857748788566746
215,1.8293745394866152
216,9.607688339054542
217,8.299494039835677
218,-13.33595876187251
219,-1.5802451840043574
220,7.757364594267351
221,1.9385102271757302
222,2.0042247125076518
223,-6.08154594039452
224,2.1398884861932785
225,-0.5918530646861715
226,4.617564245497148
227,-7.1187841757124986
228,-2.0778906526348706
229,8.91504167870259
230,6.754397641709954
231,9.583388121688944
232,1.2523730335306578
233,7.744240497148638
234,-5.091714666361096
235,8.184296022458831
236,-7.886004627300501
237,5.023848411295117
238,-1.3819746456822415
239,12.297348086652153
240,11.41893548325599
241,-3.1339430603683636
242,-2.962763822019799
243,4.139963424081374
244,8.132931091573987
245,4.9976083713624835
246,7.438462064676932
247,3.096524529701827
248,3.08318507445545
249,-1.3481185775881759
250,9.461390012143776
251,0.7918481063487643
252,-10.244013883356192
253,7.492011863390878
254,-7.5162585060567375
255,-2.7612517775771015
256,0.908368059215712
257,4.395380917526806
258,-10.302375153961457
259,1.4570937563994548
260,-5.770117451035828
261,6.07853602323596
262,-3.9744332233764412
263,0.10513745752308612
264,-4.932128145064095
265,-3.2011295712724643
266,-1.556534888162382
267,2.7408460491166142
268,-4.235410286816153
269,-7.401130852743098
270,10.30990232135223
271,9.923787963323779
272,-2.217558656634811
273,7.677565629053307
274,7.718715023731191
275,-16.926014681542842
276,2.9944061555823174
277,-8.895823898348223
278,0.9790359402982002
279,-2.7703321830622993
280,-1.3752845032123309
281,-2.711213500736125
282,1.4264472778971715
283,2.821716438104982
284,0.014255848070195754
285,2.0069431245002836
286,-0.394512659291264
287,-3.0145334912187662
288,-3.351753861294272
289,2.3439706383490146
290,-3.33711260925526
291,-3.1906918189708686
292,-2.4359662240240754
293,-2.1381432633296242
294,-0.10534190291784973
295,8.851592621201124
296,-2.6878984827418635
297,10.032777747644712
298,8.18092198211457
299,5.624865794829022
300,9.500887570511399
301,-2.883527183759109
302,-20.85143641871314
303,9.776558950170749
304,-0.9350218895851943
305,-6.543331723571569
306,11.956526197312805
307,1.4391882201151769
308,-6.3615605814567076
309,-4.49870875883804
310,-0.5811239359486411
311,0.7616079347293236
312,-7.115831685374284
313,-8.99912254025801
314,-1.0808143317777477
315,-14.190945432312468
316,0.2858532233223978
317,-6.107831293135041
318,-1.2453673086728916
319,-7.781630406310823
320,4.623111812001131
321,-0.21415235604046357
322,5.047189417680021
323,-7.613932976189549
324,4.183991761375035
325,-0.5083154120251363
326,-1.6818958962242831
327,-7.013181710290811
328,6.012407428805149
329,10.406958996389163
330,-5.295603018521366
331,-5.122197993336465
332,-2.461598307350419
333,0.11725626409094092
334,6.023229942264953
335,-6.063657032825621
336,-1.6472410965172912
337,-5.390655166205446
338,-1.0646177185243957
339,-11.979477982648351
340,-6.8259920749091325
341,6.666702235944597
342,3.285451120153078
343,5.642149527020949
344,0.2166974248062331
345,-1.3487385421678049
346,-5.608263462355501
347,1.7135885120795185
348,-8.21863107828933
349,2.8866958957197557
350,-4.9719630087920015
351,1.2574050154059215
352,4.95517847804579
353,-0.29282141391948796
354,1.2500579106627
355,3.026517454215253
356,-0.7452982294667769
357,11.500034368093157
358,-10.719571227073214
359,-6.710134891883424
360,8.936585600548376
361,-9.615816911176212
362,-11.415626819805976
363,8.461670641138957
364,-2.5498201894092025
365,10.184290831259142
366,9.551449051714679
367,-0.85886428988139
368,-0.7914346960959915
369,1.4349337334525696
370,11.694174135860187
371,0.4197766089050923
372,6.434389873317935
373,-2.097092740358102
374,1.4368537753031063
375,18.922911984553846
376,-9.667820147974414
377,2.76792100401818
378,-4.6180820577674675
379,7.60845477891849
380,18.642753776963637
381,-3.1224679207884214
382,-1.253827027674343
383,-9.824044334608779
384,5.0145442127971345
385,2.5340202728130934
386,-6.973768257340678
387,8.978961026929106
388,3.263176931588542
389,-4.750013971984052
390,-10.08279194074931
391,0.2888173760498365
392,-7.841370863422244
393,9.411397008024514
394,-4.868561402926562
395,-12.385144376654418
396,3.395302279540539
397,-7.483604735668877
398,7.246765905092818
399,11.593190395680327
400,-3.6046607932579047
401,7.974662602511945
402,2.0069380693987395
403,1.883015372370345
404,10.05303042666721
405,3.636036007362134
406,-0.4757365641822186
407,1.0917613500969212
408,-8.406715743540898
409,5.6675912602912
410,0.20045245886990082
411,-5.551790756283189
412,-5.9678772431908005
413,-2.7211792159088137
414,4.81868623499916
415,8.017965389803244
416,13.750559588680286
417,4.470702323812523
418,7.129193832235222
419,-7.061245886220633
420,0.8493387720536592
421,0.33498540052261916
422,14.974158475612509
423,-6.5428840558241905
424,4.098401527052121
425,-1.1892823424976848
426,-9.391692160977422
427,6.569282346740896
428,-5.870331602981811
429,-0.81057904111023
430,-3.824119435821661
431,1.3954898636860043
432,8.755755611402282
433,-0.2755295020316537
434,13.34616710998791
435,3.3170432068869093
436,7.4328470540073726
437,-7.392796333458858
438,0.7611899160068072
439,-4.361294722926002
440,2.72615681704681
441,10.99780150281633
442,-8.292622550931283
443,3.9347061488338633
444,5.398254637958651
445,-9.910542199556346
446,-0.4720374348401437
447,-7.373587056793097
448,5.295776479552162
449,-0.9796588197199503
450,-3.8824017504147648
451,-1.3988544837196175
452,14.90945369033351
453,4.038240391044775
454,-0.39720008502370074
455,2.3456636409013214
456,8.140098755669698
457,2.6707700138294985
458,-4.690821137110956
459,17.804962638574874
460,-8.567409999073824
461,-1.3319038933121856
462,-9.304585973012008
463,-7.695154488129018
464,-0.19829564952144074
465,2.7699620709151875
466,3.3601122878588927
467,8.839375726101053
468,3.947775301566965
469,-5.418409297991484
470,5.405646768210553
471,6.256964311199762
472,0.736435054502643
473,-6.2472738679978415
474,7.15115199006657
475,4.336903130331324
476,-1.3857868956122692
477,-3.8151287699732563
478,2.7326603726616074
479,-5.859628536446923
480,-1.383023616429009
481,-17.805783441423504
482,7.310621957910293
483,-4.86215047209791
484,-2.578667132976223
485,2.140439745263892
486,-2.402501278968066
487,-10.833282070459099
488,-4.549198406317665
489,12.616744422491271
490,2.185139891798264
491,-6.140248173456163
492,-2.4908044935586275
493,-3.20510189493519
494,10.739671950206407
495,-3.5757925290152475
496,5.4622949458909345
497,-8.173241244019106
498,1.8483340941037354
499,-7.142969053606347
500,12.251117083321017
501,11.619778689654403
502,4.056146480201214
503,-2.094837830103832
504,-5.212673824510164
505,-4.586103731638819
506,0.39467003271562584
507,0.39016120577470215
508,-5.113036798788324
509,6.167081839701442
510,8.654183805666953
511,9.862382581377904
512,0.9224175656339558
513,6.70655562417598
514,-4.400203366689765
515,5.8806084071847895
516,4.736493409191049
517,1.3350666337974468
518,5.1615638205553935
519,-5.878322635918508
520,10.806549946198682
521,1.8551908552834677
522,10.323658661530207
523,-5.068612745236359
524,-14.144738141205972
525,-0.22157525302597225
526,-6.737735074937262
527,-1.5741331676744443
528,8.540147609668304
529,0.1569153863297732
530,-2.686391366359107
531,-3.708993652457064
532,2.1406666743971425
533,1.8822842701952938
534,2.6398607033116512
535,4.854083281799351
536,-3.5263678008976043
537,0.6339221107852806
538,-1.4953799697933028
539,4.860526848195503
540,8.48802581864249
541,3.4905443445545177
542,6.1676037915800155
543,9.88206393897246
544,-2.082047484638683
545,1.151768620457931
546,-0.0967706283784251
547,5.67191499164588
548,-4.8064281027048406
549,1.752467701619533
550,2.3426507787847655
551,1.649691985253674
552,5.3784235031037415
553,0.3644255384546051
554,4.095031459569767
555,5.025394601707594
556,-2.727408865262382
557,7.604859560738817
558,5.7459053479894235
559,-2.1029410240525737
560,1.0688946250545666
561,-0.9030065969086711
562,-2.3670651313927533
563,4.788601652648854
564,11.12799618197105
565,-4.304141446380222
566,-10.804607106705955
567,7.049976454609412
568,-6.40214833102035
569,5.358887150031798
570,5.757102698183319
571,-3.2265569364416478
572,-4.413455856944303
573,-4.639190959194305
574,-0.06692604650178513
575,-10.056801319613731
576,4.998419028531871
577,-6.050421450287301
578,3.781415839278357
579,11.074243149776795
580,16.139444688718662
581,-1.6348911247835576
582,7.415968060873698
583,1.2834060068372324
584,9.902035628007498
585,-3.6609480401168923
586,9.350474325925163
587,-3.308609593260794
588,-3.3374323626175464
589,-3.1619263090532277
590,-6.726348862657104
591,1.8700779047477414
592,0.8056009078453987
593,-1.978209186893947
594,-3.3860160693072134
595,10.803917765758381
596,-2.5212925417883483
597,-0.5250054222151617
598,-3.3192645517984545
599,2.9633690911081105
600,-0.5167762892350627
601,-3.2838951899961737
602,-7.185669531476634
603,15.978181565775571
604,21.920522374797468
605,17.841558372320993
606,11.144361973750799
607,-2.823027344872108
608,3.1276894367537325
609,9.053507010889048
610,-1.9835806532194176
611,-3.7380955297689726
612,0.3829952650528101
613,4.764250123892271
614,2.9911256769898005
615,5.1837325453550545
616,7.531256909718764
617,0.5250783650992585
618,-11.37251878912624
619,1.3892051260323814
620,-1.4592141678335375
621,7.718518024613958
622,2.470126377490776
623,-3.0466867601490257
624,-11.928160212751397
625,-15.89857139544111
626,14.031576677381668
627,1.8347645212208046
628,-1.2992427658352874
629,-0.7131282133632859
630,-12.696922532581095
631,-8.526696243043737
632,4.227787791099315
633,9.573382469665255
634,8.09267117370614
635,-5.386950965834411
636,2.5276336939154076
637,-1.2943326632859875
638,-0.6572594186266103
639,0.00702136966312987
640,5.0021003841427
641,-4.872076933793742
642,0.3905940395886969
643,-1.7744788662430215
644,6.356590382972762
645,-0.12045698403739014
646,-5.994660059352094
647,2.9047702544413228
648,7.6842479210297885
649,2.834751270361749
650,-7.115204645216885
651,-12.413533309273813
652,-2.8605985906229106
653,-6.274212343182303
654,2.5332002558767637
655,-5.916826061936511
656,11.895986189432106
657,0.962417229615836
658,9.912663477813583
659,5.602324759975052
660,-1.5085533734561216
661,-7.767148424579972
662,5.745977687450027
663,-1.1781295567053505
664,-4.322952272069636
665,-2.216907121875397
666,-9.192905374518539
667,2.9884874233294547
668,0.4342086147187964
669,-0.08696489229546778
670,0.07641707485737637
671,-2.5505279886101433
672,7.870999124166148
673,6.836549558861924
674,-3.9978965850450296
675,4.49029410391002
