,0,1,2,3
0,0.005995443196696196,2.010630855674543,0.023499209367315383,0.37306888442260433
1,-1.8906058221274824,1.793115576674542,0.7001101767633623,0.2397490341492468
2,1.0121003266760065,-9.391045351531861,-0.5904622573554562,-1.0145279634687987
3,0.5727038612382901,8.327193147275498,1.0388588182415326,1.082656049886704
4,1.141544933020213,-6.209506704746588,0.5374228208596644,1.066453372455999
5,-2.414636627605084,5.853588729848477,1.0671367169597576,-0.38267168811347724
6,3.3229914800758906,-5.091481212410725,-0.6746018276517324,-0.5454847565564085
7,-1.2407245995038647,-0.5982590791604171,0.4410851660529904,-1.5446815592521301
8,0.6527029711518982,-6.053445296505474,-1.904827243426927,-0.8729574493101449
9,-1.8255574078892975,-3.43721427854845,-1.4907395941658512,-2.803229344827299
10,-2.1648336111942674,1.350319506618404,-0.19347302750180834,-1.7696419426843433
11,-1.645909195505463,4.337281233102415,0.4943675343590586,0.29327905061070014
12,-2.032878229769572,-0.14995671814256445,-0.21150990135083256,-1.2039716648922425
13,-4.380689710704677,2.126028871169154,1.1392916332738239,-0.9352140056645929
14,2.9020272512834264,1.414223214370459,2.1017718084737917,3.207121155247779
15,-0.5305866022046711,1.381849066025054,-0.7256422018828139,-1.8652781326025343
16,0.8007681468683734,-1.43847937939366,0.21112068330644193,1.8547454914035433
17,2.0845993938330944,-2.3052223834525676,0.7795769615572959,2.4300137409736386
18,-2.873862593573124,1.1734013957941158,0.849935316035892,-0.37213750379035027
19,0.06077569263154625,,998.3297538,0.5501100341809849
20,-2.179076760877988,-0.2298649503795438,-0.17718547487060957,0.1442828295812043
21,,-8.060368077915356,-0.6290190533415807,-0.5063654428853916
22,-0.7441287689839324,-1.034866564417137,-1.1293187716165336,-1.729475908506371
23,4.727642533728235,-1.1475475190172713,0.10152848521692544,-0.0916889302702264
24,4.140149714757867,-4.374672432777872,0.7261121150144698,2.356242835651512
25,4.005497171961641,-8.14076018567984,-0.5685556894516399,1.4648815596724742
26,-2.586757161188814,3.892137429246132,-0.1157375225985531,-1.496087526900225
27,-1.7521597106559037,2.7385006066077273,-0.4934940680083557,-1.1308089152956478
